,Unnamed: 0,doi,predicateLabel,paper_title,contribution,research_field_label,unpaywall_abstract
7800,7800,10.1126/science.abc0473,"Epidemiological surveillance software, Epidemiological software development approach, Epidemiological surveillance system purpose, Epidemiological surveillance system purpose, Epidemiological surveillance architecture, Statistical analysis techniques, Epidemiological surveillance software, Epidemiological surveillance process, Epidemiological surveillance approach, Epidemiological surveillance approach, Epidemiological software development approach, Advantages, Epidemiological surveillance architecture, research problem, Statistical analysis techniques, research problem, Epidemiological surveillance users",Rapid implementation of mobile technology for real-time epidemiology of COVID-19,http://orkg.org/orkg/resource/R146502,Information Science,"<jats:title>Mobile symptom tracking</jats:title>
          
            The rapidity with which severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spreads through a population is defying attempts at tracking it, and quantitative polymerase chain reaction testing so far has been too slow for real-time epidemiology. Taking advantage of existing longitudinal health care and research patient cohorts, Drew
            <jats:italic>et al.</jats:italic>
            pushed software updates to participants to encourage reporting of potential coronavirus disease 2019 (COVID-19) symptoms. The authors recruited about 2 million users (including health care workers) to the COVID Symptom Study (previously known as the COVID Symptom Tracker) from across the United Kingdom and the United States. The prevalence of combinations of symptoms (three or more), including fatigue and cough, followed by diarrhea, fever, and/or anosmia, was predictive of a positive test verification for SARS-CoV-2. As exemplified by data from Wales, United Kingdom, mathematical modeling predicted geographical hotspots of incidence 5 to 7 days in advance of official public health reports.
          
          
            <jats:italic>Science</jats:italic>
            , this issue p.
            <jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6497"" page=""1362"" related-article-type=""in-this-issue"" vol=""368"" xlink:href=""10.1126/science.abc0473"">1362</jats:related-article>
          "
7801,7801,10.1126/science.abc6284,"sample size unit, method, location, Has end, has beginning, research problem, material, Species ",DNA vaccine protection against SARS-CoV-2 in rhesus macaques,http://orkg.org/orkg/resource/R219872,Virology,"The global coronavirus disease 2019 (COVID-19) pandemic caused by severe
                        acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has made the
                        development of a vaccine a top biomedical priority. In this study, we
                        developed a series of DNA vaccine candidates expressing different forms of
                        the SARS-CoV-2 spike (S) protein and evaluated them in 35 rhesus macaques.
                        Vaccinated animals developed humoral and cellular immune responses,
                        including neutralizing antibody titers at levels comparable to those found
                        in convalescent humans and macaques infected with SARS-CoV-2. After
                        vaccination, all animals were challenged with SARS-CoV-2, and the vaccine
                        encoding the full-length S protein resulted in &gt;3.1 and &gt;3.7
                            log<jats:sub>10</jats:sub> reductions in median viral loads in
                        bronchoalveolar lavage and nasal mucosa, respectively, as compared with
                        viral loads in sham controls. Vaccine-elicited neutralizing antibody titers
                        correlated with protective efficacy, suggesting an immune correlate of
                        protection. These data demonstrate vaccine protection against SARS-CoV-2 in
                        nonhuman primates."
7802,7802,10.1126/science.abe5901,"location, location, location, antigen used, has research problem, has research problem, antigen used, immunoglobulin class, immunoglobulin class, method, has research problem, method, antigen used, location, is an individual of taxon, location, method, starting dilution, material, immunoglobulin class, starting dilution, starting dilution, material, material, symptoms and signs, has research problem, material, location, material, material, immunoglobulin class, method, method, starting dilution, immunoglobulin class, antigen used, antigen used, symptoms and signs, immunoglobulin class, immunoglobulin class, method, material, has research problem, starting dilution, starting dilution, starting dilution, location, antigen used, has research problem, method, is an individual of taxon, antigen used, has research problem",Transmission of SARS-CoV-2 on mink farms between humans and mink and back to humans,http://orkg.org/orkg/resource/R213359,Virology,"<jats:title>Two-way transmission on mink farms</jats:title>
          
            Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a zoonotic virus—one that spilled over from another species to infect and transmit among humans. We know that humans can infect other animals with SARS-CoV-2, such as domestic cats and even tigers in zoos. Oude Munnink
            <jats:italic>et al.</jats:italic>
            used whole-genome sequencing to show that SARS-CoV-2 infections were rife among mink farms in the southeastern Netherlands, all of which are destined to be closed by March 2021 (see the Perspective by Zhou and Shi). Toward the end of June 2020, 68% of mink farm workers tested positive for the virus or had antibodies to SARS-CoV-2. These large clusters of infection were initiated by human COVID-19 cases with viruses that bear the D614G mutation. Sequencing has subsequently shown that mink-to-human transmission also occurred. More work must be done to understand whether there is a risk that mustelids may become a reservoir for SARS-CoV-2.
          
          
            <jats:italic>Science</jats:italic>
            , this issue p.
            <jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6525"" page=""172"" related-article-type=""in-this-issue"" vol=""371"" xlink:href=""10.1126/science.abe5901"">172</jats:related-article>
            ; see also p.
            <jats:related-article xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""doi"" issue=""6525"" page=""120"" related-article-type=""in-this-issue"" vol=""371"" xlink:href=""10.1126/science.abf6097"">120</jats:related-article>
          "
7804,7804,10.1126/science.abm3425,"method, sample size unit, material, location, research problem, Species ",Immune correlates analysis of the mRNA-1273 COVID-19 vaccine efficacy clinical trial,http://orkg.org/orkg/resource/R219822,Virology,"<jats:title>Antibody levels predict vaccine efficacy</jats:title>
          
            Symptomatic COVID-19 infection can be prevented by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccines. A “correlate of protection” is a molecular biomarker to measure how much immunity is needed to fight infection and is key for successful global immunization programs. Gilbert
            <jats:italic>et al</jats:italic>
            . determined that antibodies are the correlate of protection in vaccinated individuals enrolled in the Moderna COVE phase 3 clinical trial (see the Perspective by Openshaw). By measuring binding and neutralizing antibodies against the viral spike protein, the authors found that the levels of both antibodies correlated with the degree of vaccine efficacy. The higher the antibody level, the greater the protection afforded by the messenger RNA (mRNA) vaccine. Antibody levels that predict mRNA vaccine efficacy can therefore be used to guide vaccine regimen modifications and support regulatory approvals for a broader spectrum of the population. —PNK
          "
7806,7806,10.1128/AEM.70.2.765-770.2004,research problem,"N
            2
            Fixation by Unicellular Bacterioplankton from the Atlantic and Pacific Oceans: Phylogeny and In Situ Rates",http://orkg.org/orkg/resource/R141365,Oceanography,"<jats:title>ABSTRACT</jats:title>
          
            N
            <jats:sub>2</jats:sub>
            -fixing proteobacteria (α and γ) and unicellular cyanobacteria are common in both the tropical North Atlantic and Pacific oceans. In near-surface waters proteobacterial
            <jats:italic>nifH</jats:italic>
            transcripts were present during both night and day while unicellular cyanobacterial
            <jats:italic>nifH</jats:italic>
            transcripts were present during the nighttime only, suggesting separation of N
            <jats:sub>2</jats:sub>
            fixation and photosynthesis by unicellular cyanobacteria. Phylogenetic relationships among unicellular cyanobacteria from both oceans were determined after sequencing of a conserved region of 16S ribosomal DNA (rDNA) of cyanobacteria, and results showed that they clustered together, regardless of the ocean of origin. However, sequencing of
            <jats:italic>nifH</jats:italic>
            transcripts of unicellular cyanobacteria from both oceans showed that they clustered separately. This suggests that unicellular cyanobacteria from the tropical North Atlantic and subtropical North Pacific share a common ancestry (16S rDNA) and that potential unicellular N
            <jats:sub>2</jats:sub>
            fixers have diverged (
            <jats:italic>nifH</jats:italic>
            ). N
            <jats:sub>2</jats:sub>
            fixation rates for unicellular bacterioplankton (including small cyanobacteria) from both oceans were determined in situ according to the acetylene reduction and
            <jats:sup>15</jats:sup>
            N
            <jats:sub>2</jats:sub>
            protocols. The results showed that rates of fixation by bacterioplankton can be almost as high as those of fixation by the colonial N
            <jats:sub>2</jats:sub>
            -fixing marine cyanobacteria
            <jats:italic>Trichodesmium</jats:italic>
            spp. in the tropical North Atlantic but that rates are much lower in the subtropical North Pacific.
          "
7807,7807,10.1128/JCM.02593-20,"method, Statistical tests, result, Time period for data collection, research problem, Location, material, Study type",Comparison of Upper Respiratory Viral Load Distributions in Asymptomatic and Symptomatic Children Diagnosed with SARS-CoV-2 Infection in Pediatric Hospital Testing Programs,http://orkg.org/orkg/resource/R193020,Virology,The distribution of upper respiratory viral loads (VL) in asymptomatic children infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is unknown. We assessed PCR cycle threshold (Ct) values and estimated VL in infected asymptomatic children diagnosed in nine pediatric hospital testing programs. Records for asymptomatic and symptomatic patients with positive clinical SARS-CoV-2 tests were reviewed. Ct values were (i) adjusted by centering each value around the institutional median Ct value from symptomatic children tested with that assay and (ii) converted to estimated VL (numbers of copies per milliliter) using internal or manufacturer data.
7808,7808,10.1128/JVI.00107-19,research problem,Species-Specific Colocalization of Middle East Respiratory Syndrome Coronavirus Attachment and Entry Receptors,http://orkg.org/orkg/resource/R141422,Medicinal Chemistry and Pharmaceutics,"
            MERS-CoV uses the S1
            <jats:sup>B</jats:sup>
            domain of its spike protein to attach to its host receptor, dipeptidyl peptidase 4 (DPP4). The tissue localization of DPP4 has been mapped in different susceptible species. On the other hand, the S1
            <jats:sup>A</jats:sup>
            domain, the N-terminal domain of this spike protein, preferentially binds to several glycotopes of α2,3-sialic acids, the attachment factor of MERS-CoV. Here we show, using a novel method, that the S1
            <jats:sup>A</jats:sup>
            domain specifically binds to the nasal epithelium of dromedary camels, alveolar epithelium of humans, and intestinal epithelium of common pipistrelle bats. In contrast, it does not bind to the nasal epithelium of pigs or rabbits, nor does it bind to the intestinal epithelium of serotine bats and frugivorous bat species. This finding supports the importance of the S1
            <jats:sup>A</jats:sup>
            domain in MERS-CoV infection and tropism, suggests its role in transmission, and highlights its potential use as a component of novel vaccine candidates.
          "
7809,7809,10.1128/JVI.79.24.15351-15355.2005,"norovirus genotype, location, method, research problem, method, material",A Homozygous Nonsense Mutation (428G→A) in the Human Secretor (FUT2) Gene Provides Resistance to Symptomatic Norovirus (GGII) Infections,http://orkg.org/orkg/resource/R215843,Virology,"<jats:title>ABSTRACT</jats:title>
          
            Noroviruses (formerly Norwalk-like viruses) are a major cause of acute gastroenteritis worldwide and are associated with a significant number of nosocomial and food-borne outbreaks. In this study we show that the human secretor
            <jats:italic>FUT2</jats:italic>
            gene, which codes for an α(1,2)-fucosyltransferase synthesizing the H-type 1 antigen in saliva and mucosa, is associated with susceptibility to norovirus infections. Allelic polymorphism characterization at nucleotide 428 for symptomatic (
            <jats:italic>n</jats:italic>
            = 53) and asymptomatic (
            <jats:italic>n</jats:italic>
            = 62) individuals associated with nosocomial and sporadic norovirus outbreaks revealed that homozygous nonsense mutation (428G→A) in
            <jats:italic>FUT2</jats:italic>
            segregated with complete resistance for the disease. Of all symptomatic individuals, 49% were homozygous (SeSe) and 51% heterozygous (Sese
            <jats:sup>428</jats:sup>
            ) secretors, and none were secretor negative (se
            <jats:sup>428</jats:sup>
            se
            <jats:sup>428</jats:sup>
            ), in contrast to 20% nonsecretors (se
            <jats:sup>428</jats:sup>
            se
            <jats:sup>428</jats:sup>
            ) among Swedish blood donors (
            <jats:italic>n</jats:italic>
            = 104) (
            <jats:italic>P</jats:italic>
            &lt; 0.0002) and 29% for asymptomatic individuals associated with nosocomial outbreaks (
            <jats:italic>P</jats:italic>
            &lt; 0.00001). Furthermore, saliva from secretor-positive and symptomatic patients but not from secretor-negative and asymptomatic individuals bound the norovirus strain responsible for that particular outbreak. This is the first report showing that the
            <jats:italic>FUT2</jats:italic>
            nonsecretor (se
            <jats:sup>428</jats:sup>
            se
            <jats:sup>428</jats:sup>
            ) genotype is associated with resistance to nosocomial and sporadic outbreaks with norovirus.
          "
7810,7810,10.1128/JVI.79.5.2900-2909.2005,"method, research problem, norovirus genotype, material, location",Cellular and Humoral Immunity following Snow Mountain Virus Challenge,http://orkg.org/orkg/resource/R215829,Virology,"<jats:title>ABSTRACT</jats:title>Little is known about the immune response to noroviruses. To elucidate the immunobiology of norovirus infection in humans, 15 volunteers were challenged with Snow Mountain virus (SMV), a genogroup 2 norovirus. We assessed the cellular and humoral immune response and infection by analyzing stool, serum, saliva, and peripheral blood mononuclear cell (PBMC) responses pre- and postchallenge. In contrast to Norwalk virus (NV), SMV infection was not dependent upon blood group secretor status. Nine of 15 volunteers were infected and showed a ≥4-fold increase over the prechallenge anti-SMV serum immunoglobulin G (IgG) titer, mostly subclass IgG1. Although serum IgG elicited by SMV infection was cross-reactive with Hawaii virus (HV), another genogroup 2 norovirus, salivary IgA was less cross-reactive. Neither SMV-elicited serum IgG nor salivary IgA cross-reacted with NV, a genogroup 1 norovirus. Significant increases in serum gamma interferon (IFN-γ) and IL-2, but not IL-6 or IL-10, were noted on day 2 postchallenge. For the majority of volunteers, both infected and uninfected, PBMCs stimulated with norovirus virus-like particles secreted IFN-γ and other Th1 cytokines, suggesting previous norovirus exposure in most volunteers. Like the IgG antibodies, the SMV-activated T cells were cross-reactive with HV but not NV. IFN-γ production was dependent upon CD4<jats:sup>+</jats:sup>cells, consistent with a predominant, but not exclusive, Th1 response. To our knowledge, this is the first report characterizing T-cell and cytokine responses following live norovirus challenge."
7811,7811,10.1128/aac.01657-08,"Type of cyclodextrin, Uses drug, research problem, produces",Inhaled Voriconazole for Prevention of Invasive Pulmonary Aspergillosis,http://orkg.org/orkg/resource/R155617,Medicinal Chemistry and Pharmaceutics,"<jats:title>ABSTRACT</jats:title>
          
            Targeted airway delivery of antifungals as prophylaxis against invasive aspergillosis may lead to high lung drug concentrations while avoiding toxicities associated with systemically administered agents. We evaluated the effectiveness of aerosolizing the intravenous formulation of voriconazole as prophylaxis against invasive pulmonary aspergillosis caused by
            <jats:italic>Aspergillus fumigatus</jats:italic>
            in an established murine model. Inhaled voriconazole significantly improved survival and limited the extent of invasive disease, as assessed by histopathology, compared to control and amphotericin B treatments.
          "
7812,7812,10.1128/aac.04508-14,"research problem, data availability , Bacterial strains used in study",Evolution of Staphylococcus aureus under Vancomycin Selective Pressure: the Role of the Small-Colony Variant Phenotype,http://orkg.org/orkg/resource/R110405,Pathogenic Microbiology,"<jats:title>ABSTRACT</jats:title>
          
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Staphylococcus aureus</jats:named-content>
            small-colony variants (SCVs) often persist despite antibiotic therapy. Against a 10
            <jats:sup>8</jats:sup>
            -CFU/ml methicillin-resistant
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">S. aureus</jats:named-content>
            (MRSA) (strain COL) population of which 0%, 1%, 10%, 50%, or 100% was an isogenic
            <jats:italic>hemB</jats:italic>
            knockout (Ia48) subpopulation displaying the SCV phenotype, vancomycin achieved maximal reductions of 4.99, 5.39, 4.50, 3.28, and 1.66 log
            <jats:sub>10</jats:sub>
            CFU/ml over 48 h. Vancomycin at ≥16 mg/liter shifted a population from 50% SCV cells at 0 h to 100% SCV cells at 48 h, which was well characterized by a Hill-type model (
            <jats:italic>R</jats:italic>
            <jats:sup>2</jats:sup>
            &gt; 0.90).
          "
7813,7813,10.1128/aac.42.3.521,"Method used to calculate minimum inhibition concentration, research problem, Bacterial strains used in study",Pharmacodynamic Evaluation of Factors Associated with the Development of Bacterial Resistance in Acutely Ill Patients during Therapy,http://orkg.org/orkg/resource/R110402,Pathogenic Microbiology,"<jats:title>ABSTRACT</jats:title>
          
            The selection of bacterial resistance was examined in relationship to antibiotic pharmacokinetics (PK) and organism MICs in the patients from four nosocomial lower respiratory tract infection clinical trials. The evaluable database included 107 acutely ill patients, 128 pathogens, and five antimicrobial regimens. Antimicrobial pharmacokinetics were characterized by using serum concentrations, and culture and sensitivity tests were performed daily on tracheal aspirates to examine resistance. Pharmacodynamic (PD) models were developed to identify factors associated with the probability of developing bacterial resistance. Overall, in 32 of 128 (25%) initially susceptible cases resistance developed during therapy. An initial univariate screen and a classification and regression tree analysis identified the ratio of the area under the concentration-time curve from 0 to 24 h to the MIC (AUC
            <jats:sub>0–24</jats:sub>
            /MIC) as a significant predictor of the development of resistance (
            <jats:italic>P</jats:italic>
            &lt; 0.001). The final PK/PD model, a variant of the Hill equation, demonstrated that the probability of developing resistance during therapy increased significantly when antimicrobial exposure was at an AUC
            <jats:sub>0–24</jats:sub>
            /MIC ratio of less than 100. This relationship was observed across all treatments and within all organism groupings, with the exception of β-lactamase-producing gram-negative organisms (consistent with type I β-lactamase producers) treated with β-lactam monotherapy. Combination therapy resulted in much lower rates of resistance than monotherapy, probably because all of the combination regimens examined had an AUC
            <jats:sub>0–24</jats:sub>
            /MIC ratio in excess of 100. In summary, the selection of antimicrobial resistance appears to be strongly associated with suboptimal antimicrobial exposure, defined as an AUC
            <jats:sub>0–24</jats:sub>
            /MIC ratio of less than 100.
          "
7814,7814,10.1128/aem.61.2.438-442.1995,research problem,"Production of Two Chitosanases from a Chitosan-Assimilating Bacterium, Acinetobacter sp. Strain CHB101.",http://orkg.org/orkg/resource/R26400,Science,"A bacterial strain capable of utilizing chitosan as a sole carbon source was isolated from soil and was identified as a member of the genus Acinetobacter. This strain, designated CHB101, produced extracellular chitosan-degrading enzymes in the absence of chitosan. The chitosan-degrading activity in the culture fluid increased when cultures reached the early stationary phase, although the level of activity was low in the exponential growth phase. Two chitosanases, chitosanases I and II, which had molecular weights of 37,000 and 30,000, respectively, were purified from the culture fluid. Chitosanase I exhibited substrate specificity for chitosan that had a low degree of acetylation (10 to 30%), while chitosanase II degraded colloidal chitin and glycol chitin, as well as chitosan that had a degree of acetylation of 30%. Rapid decreases in the viscosities of chitosan solutions suggested that both chitosanases catalyzed an endo type of cleavage reaction; however, chitosan oligomers (molecules smaller than pentamers) were not produced after a prolonged reaction."
7815,7815,10.1128/aem.66.1.80-86.2000,"research problem, Applications",Antimicrobial actions of degraded and native chitosan against spoilage organisms in laboratory media and foods,http://orkg.org/orkg/resource/R26525,Science,"<jats:title>ABSTRACT</jats:title>
          The objective of this study was to determine whether chitosan (poly-β-1,4-glucosamine) and hydrolysates of chitosan can be used as novel preservatives in foods. Chitosan was hydrolyzed by using oxidative-reductive degradation, crude papaya latex, and lysozyme. Mild hydrolysis of chitosan resulted in improved microbial inactivation in saline and greater inhibition of growth of several spoilage yeasts in laboratory media, but highly degraded products of chitosan exhibited no antimicrobial activity. In pasteurized apple-elderflower juice stored at 7°C, addition of 0.3 g of chitosan per liter eliminated yeasts entirely for the duration of the experiment (13 days), while the total counts and the lactic acid bacterial counts increased at a slower rate than they increased in the control. Addition of 0.3 or 1.0 g of chitosan per kg had no effect on the microbial flora of houmous, a chickpea dip; in the presence of 5.0 g of chitosan per kg, bacterial growth but not yeast growth was substantially reduced compared with growth in control dip stored at 7°C for 6 days. Improved antimicrobial potency of chitosan hydrolysates like that observed in the saline and laboratory medium experiments was not observed in juice and dip experiments. We concluded that native chitosan has potential for use as a preservative in certain types of food but that the increase in antimicrobial activity that occurs following partial hydrolysis is too small to justify the extra processing involved."
7816,7816,10.1128/aem.68.10.4795-4802.2002,"research problem, method","Anaerobic Oxidation of Arsenite in Mono Lake Water and by a Facultative, Arsenite-Oxidizing Chemoautotroph, Strain MLHE-1",http://orkg.org/orkg/resource/R585818,Microbial Physiology,"<jats:title>ABSTRACT</jats:title>
          
            Arsenite [As(III)]-enriched anoxic bottom water from Mono Lake, California, produced arsenate [As(V)] during incubation with either nitrate or nitrite. No such oxidation occurred in killed controls or in live samples incubated without added nitrate or nitrite. A small amount of biological As(III) oxidation was observed in samples amended with Fe(III) chelated with nitrolotriacetic acid, although some chemical oxidation was also evident in killed controls. A pure culture, strain MLHE-1, that was capable of growth with As(III) as its electron donor and nitrate as its electron acceptor was isolated in a defined mineral salts medium. Cells were also able to grow in nitrate-mineral salts medium by using H
            <jats:sub>2</jats:sub>
            or sulfide as their electron donor in lieu of As(III). Arsenite-grown cells demonstrated dark
            <jats:sup>14</jats:sup>
            CO
            <jats:sub>2</jats:sub>
            fixation, and PCR was used to indicate the presence of a gene encoding ribulose-1,5-biphosphate carboxylase/oxygenase. Strain MLHE-1 is a facultative chemoautotroph, able to grow with these inorganic electron donors and nitrate as its electron acceptor, but heterotrophic growth on acetate was also observed under both aerobic and anaerobic (nitrate) conditions. Phylogenetic analysis of its 16S ribosomal DNA sequence placed strain MLHE-1 within the haloalkaliphilic
            <jats:italic>Ectothiorhodospira</jats:italic>
            of the γ-
            <jats:italic>Proteobacteria</jats:italic>
            . Arsenite oxidation has never been reported for any members of this subgroup of the
            <jats:italic>Proteobacteria</jats:italic>
            .
          "
7817,7817,10.1128/cdli.7.2.288-292.2000,research problem,"Development, Characterization, and Diagnostic Applications of Monoclonal Antibodies against Bovine Rotavirus",http://orkg.org/orkg/resource/R25909,Science,"<jats:title>ABSTRACT</jats:title>
          Hybridomas secreting monoclonal antibodies (MAbs) against the Nebraska calf diarrhea strain of bovine rotavirus (BRV) were characterized. Indirect fluorescent-antibody assay, immunodot assay, and immunoprecipitation were used to select hybridomas that produced anti-BRV MAbs. Seven of the MAbs were shown by sodium dodecyl sulfate-polyacrylamide gel electrophoresis and Western blot assay to be reactive with the BRV outer capsid protein, VP7, which has a molecular mass of 37.5 kDa. None of the seven MAbs were reactive with canine rotavirus, bovine coronavirus, or uninfected Madin-Darby bovine kidney cells. Two clones, 8B4 (immunoglobulin G2a [IgG2a]) and 2B11 (IgG1), were found suitable for use in an antigen capture enzyme-linked immunosorbent assay for detecting BRV in bovine fecal samples. Both were subtype A specific (G6 subtype) but did not react with all isolates of BRV group A."
7818,7818,10.1128/cmr.18.2.247-263.2005,"has toxin, Location of, microbe, Has Host, type of toxin, toxin effect, research problem",Clostridium difficile Toxins: Mechanism of Action and Role in Disease,http://orkg.org/orkg/resource/R266218,Virology,"<jats:sec><jats:title>SUMMARY</jats:title>As the leading cause of hospital-acquired diarrhea,<jats:italic>Clostridium difficile</jats:italic>colonizes the large bowel of patients undergoing antibiotic therapy and produces two toxins, which cause notable disease pathologies. These two toxins, TcdA and TcdB, are encoded on a pathogenicity locus along with negative and positive regulators of their expression. Following expression and release from the bacterium, TcdA and TcdB translocate to the cytosol of target cells and inactivate small GTP-binding proteins, which include Rho, Rac, and Cdc42. Inactivation of these substrates occurs through monoglucosylation of a single reactive threonine, which lies within the effector-binding loop and coordinates a divalent cation critical to binding GTP. By glucosylating small GTPases, TcdA and TcdB cause actin condensation and cell rounding, which is followed by death of the cell. TcdA elicits effects primarily within the intestinal epithelium, while TcdB has a broader cell tropism. Important advances in the study of these toxins have been made in the past 15 years, and these are detailed in this review. The domains, subdomains, and residues of these toxins important for receptor binding and enzymatic activity have been elegantly studied and are highlighted herein. Furthermore, there have been major advances in defining the role of these toxins in modulating the inflammatory events involving the disruption of cell junctions, neuronal activation, cytokine production, and infiltration by polymorphonuclear cells. Collectively, the present review provides a comprehensive update on TcdA and TcdB's mechanism of action as well as the role of these toxins in disease.</jats:sec>"
7819,7819,10.1128/cvi.13.5.541-546.2006,research problem,"Rapid, Sensitive, and Specific Lateral-Flow Immunochromatographic Device To Measure Anti-Anthrax Protective Antigen Immunoglobulin G in Serum and Whole Blood",http://orkg.org/orkg/resource/R25950,Science,"<jats:title>ABSTRACT</jats:title>
          
            Evidence from animals suggests that anti-anthrax protective antigen (PA) immunoglobulin G (IgG) from vaccination with anthrax vaccine adsorbed (AVA) is protective against
            <jats:italic>Bacillus anthracis</jats:italic>
            infection. Measurement of anti-PA IgG in human sera can be performed using either enzyme-linked immunosorbent assay or fluorescent covalent microsphere immunoassay (ELISA) (R. E. Biagini, D. L. Sammons, J. P. Smith, B. A. MacKenzie, C. A. Striley, V. Semenova, E. Steward-Clark, K. Stamey, A. E. Freeman, C. P. Quinn, and J. E. Snawder, Clin. Diagn. Lab. Immunol. 11:50-55, 2004). Both these methods are laboratory based. We describe the development of a rapid lateral-flow immunochromatographic assay (LFIA) test kit for the measurement of anti-PA IgG in serum or whole-blood samples (30-μl samples) using colloidal gold nanoparticles as the detection reagent and an internal control. Using sera from 19 anthrax AVA vaccinees (anti-PA IgG range, 2.4 to 340 μg/ml) and 10 controls and PA-supplemented whole-blood samples, we demonstrated that the LFIA had a sensitivity of approximately 3 μg/ml anti-PA IgG in serum and ∼14 μg/ml anti-PA IgG in whole blood. Preabsorption of sera with PA yielded negative anti-PA LFIAs. The diagnostic sensitivity and specificity of the assay were 100% using ELISA-measured anti-PA IgG as the standard. This kit has utility in determining anti-PA antibody reactivity in the sera of individuals vaccinated with AVA or individuals with clinical anthrax.
          "
7820,7820,10.1128/genomea.00143-14,"material, method, Has Virus, Symptoms and signs, has research problem, location",Full-Genome Sequence of a Rare Human G3P[9] Rotavirus Strain,http://orkg.org/orkg/resource/R256555,Virology,"<jats:title>ABSTRACT</jats:title>
          This is a report of the complete genomic sequence of a rare rotavirus group A G3-P[9]-I2-R2-C2-M2-A3-N2-T1-E2-H3 strain designated RVA/Human-wt/USA/12US1134/2012/G3P[9]."
7821,7821,10.1128/genomea.00904-16,"norovirus genotype, sample size, research problem, positive rate, antigen used, Symptoms and signs, material, starting dilution, Location, method, immunoglobulin class, noroviruses found, Species ",Complete Genome Sequence of a GII.17 Norovirus Isolated from a Rhesus Monkey in China,http://orkg.org/orkg/resource/R201977,Virology,"<jats:title>ABSTRACT</jats:title>
          The previously silent GII.17 norovirus was found to be the predominant genotype causing major epidemics in China in the 2014–2015 winter epidemic season. We report here the complete genomic sequence of a GII.17 norovirus (mky/GII.17/KM1509/CHN/2015) that infected rhesus monkeys at a monkey farm in southwestern China."
7822,7822,10.1128/jb.181.21.6642-6649.1999,research problem,"Purification, Characterization, and Gene Analysis of a Chitosanase (ChoA) from Matsuebacter chitosanotabidus3001",http://orkg.org/orkg/resource/R26406,Science,"<jats:title>ABSTRACT</jats:title>
          
            The extracellular chitosanase (34,000
            <jats:italic>M</jats:italic>
            <jats:sub>r</jats:sub>
            ) produced by a novel gram-negative bacterium
            <jats:italic>Matsuebacter chitosanotabidus</jats:italic>
            3001 was purified. The optimal pH of this chitosanase was 4.0, and the optimal temperature was between 30 and 40°C. The purified chitosanase was most active on 90% deacetylated colloidal chitosan and glycol chitosan, both of which were hydrolyzed in an endosplitting manner, but this did not hydrolyze chitin, cellulose, or their derivatives. Among potential inhibitors, the purified chitosanase was only inhibited by Ag
            <jats:sup>+</jats:sup>
            . Internal amino acid sequences of the purified chitosanase were obtained. A PCR fragment corresponding to one of these amino acid sequences was then used to screen a genomic library for the entire
            <jats:italic>choA</jats:italic>
            gene encoding chitosanase. Sequencing of the
            <jats:italic>choA</jats:italic>
            gene revealed an open reading frame encoding a 391-amino-acid protein. The N-terminal amino acid sequence had an excretion signal, but the sequence did not show any significant homology to other proteins, including known chitosanases. The 80-amino-acid excretion signal of ChoA fused to green fluorescent protein was functional in
            <jats:italic>Escherichia coli</jats:italic>
            . Taken together, these results suggest that we have identified a novel, previously unreported chitosanase.
          "
7823,7823,10.1128/jcm.00162-07,"material, research problem, method, location, norovirus genotype",Host Genetic Resistance to Symptomatic Norovirus (GGII.4) Infections in Denmark,http://orkg.org/orkg/resource/R215749,Virology,"<jats:title>ABSTRACT</jats:title>
          
            A total of 61 individuals involved in five norovirus outbreaks in Denmark were genotyped at nucleotides 428 and 571 of the
            <jats:italic>FUT2</jats:italic>
            gene, determining secretor status, i.e., the presence of ABH antigens in secretions and on mucosa. A strong correlation (
            <jats:italic>P</jats:italic>
            = 0.003) was found between the secretor phenotype and symptomatic disease, extending previous knowledge and confirming that nonsense mutations in the
            <jats:italic>FUT2</jats:italic>
            gene provide protection against symptomatic norovirus (GGII.4) infections.
          "
7824,7824,10.1128/jcm.01015-13,"Location, immunoglobulin class, material, antigen used, material, method, patient age, Norovirus, method, material, antigen used, method, type study, antigen used, immunoglobulin class, type study, research problem, research problem, immunoglobulin class, Norovirus, research problem, type study, Location, Location, Norovirus",Exposure to Human and Bovine Noroviruses in a Birth Cohort in Southern India from 2002 to 2006,http://orkg.org/orkg/resource/R199185,Virology,"<jats:title>ABSTRACT</jats:title>
          Human and bovine norovirus virus-like particles were used to evaluate antibodies in Indian children at ages 6 and 36 months and their mothers. Antibodies to genogroup II viruses were acquired early and were more prevalent than antibodies to genogroup I. Low levels of IgG antibodies against bovine noroviruses indicate possible zoonotic transmission."
